left_observation_id,right_observation_id,component,value,availability,normalization_method,source_fields,warnings
obs_d36d9fb3b1f089bbbf821e5c,obs_1aa1fc186c905e7ffa16d2d4,d_causal,0.34493461915650003,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_1aa1fc186c905e7ffa16d2d4,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_1aa1fc186c905e7ffa16d2d4,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_1aa1fc186c905e7ffa16d2d4,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_d36d9fb3b1f089bbbf821e5c,obs_1aa1fc186c905e7ffa16d2d4,d_time,0.3472222222222222,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_d36d9fb3b1f089bbbf821e5c,obs_e9c8066d01dd67e1f9d375ef,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_e9c8066d01dd67e1f9d375ef,d_causal,0.34493461915650003,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_e9c8066d01dd67e1f9d375ef,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_e9c8066d01dd67e1f9d375ef,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_e9c8066d01dd67e1f9d375ef,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_d36d9fb3b1f089bbbf821e5c,obs_e9c8066d01dd67e1f9d375ef,d_time,0.4539871882086167,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_d36d9fb3b1f089bbbf821e5c,obs_aabd161899dc613ecf88b1d9,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_aabd161899dc613ecf88b1d9,d_causal,0.34465477173127257,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_aabd161899dc613ecf88b1d9,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_aabd161899dc613ecf88b1d9,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_aabd161899dc613ecf88b1d9,d_struct,0.7121212121212122,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_d36d9fb3b1f089bbbf821e5c,obs_aabd161899dc613ecf88b1d9,d_time,0.36290630385487527,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_d36d9fb3b1f089bbbf821e5c,obs_322c862d474a379bd8df7674,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_322c862d474a379bd8df7674,d_causal,0.34465477173127257,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_322c862d474a379bd8df7674,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_322c862d474a379bd8df7674,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_322c862d474a379bd8df7674,d_struct,0.7121212121212122,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_d36d9fb3b1f089bbbf821e5c,obs_322c862d474a379bd8df7674,d_time,0.44434999433106576,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_d36d9fb3b1f089bbbf821e5c,obs_4ef6a9c1a3b2d0659064e20b,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_4ef6a9c1a3b2d0659064e20b,d_causal,0.3443527822469046,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_4ef6a9c1a3b2d0659064e20b,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_4ef6a9c1a3b2d0659064e20b,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_4ef6a9c1a3b2d0659064e20b,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_d36d9fb3b1f089bbbf821e5c,obs_4ef6a9c1a3b2d0659064e20b,d_time,0.3585601133786848,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_d36d9fb3b1f089bbbf821e5c,obs_7d8b6ee929f2a0a0cf7af8f5,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_7d8b6ee929f2a0a0cf7af8f5,d_causal,0.3443527822469046,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_7d8b6ee929f2a0a0cf7af8f5,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_7d8b6ee929f2a0a0cf7af8f5,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_7d8b6ee929f2a0a0cf7af8f5,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_d36d9fb3b1f089bbbf821e5c,obs_7d8b6ee929f2a0a0cf7af8f5,d_time,0.44434999433106576,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_d36d9fb3b1f089bbbf821e5c,obs_b41d2dded4b9ccd5ecd128d5,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_b41d2dded4b9ccd5ecd128d5,d_causal,0.37060865478912497,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_b41d2dded4b9ccd5ecd128d5,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_b41d2dded4b9ccd5ecd128d5,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_b41d2dded4b9ccd5ecd128d5,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_d36d9fb3b1f089bbbf821e5c,obs_b41d2dded4b9ccd5ecd128d5,d_time,0.3472222222222222,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_d36d9fb3b1f089bbbf821e5c,obs_a3582497f15ead2a2fc1280f,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_a3582497f15ead2a2fc1280f,d_causal,0.37060865478912497,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_a3582497f15ead2a2fc1280f,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_a3582497f15ead2a2fc1280f,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_a3582497f15ead2a2fc1280f,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_d36d9fb3b1f089bbbf821e5c,obs_a3582497f15ead2a2fc1280f,d_time,0.4539871882086167,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_d36d9fb3b1f089bbbf821e5c,obs_f855844ba74f991c9ab0ba6d,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_f855844ba74f991c9ab0ba6d,d_causal,0.3706120929190226,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_f855844ba74f991c9ab0ba6d,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_f855844ba74f991c9ab0ba6d,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_f855844ba74f991c9ab0ba6d,d_struct,0.7121212121212122,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_d36d9fb3b1f089bbbf821e5c,obs_f855844ba74f991c9ab0ba6d,d_time,0.36290630385487527,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_d36d9fb3b1f089bbbf821e5c,obs_20877377330b5094380e86df,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_20877377330b5094380e86df,d_causal,0.3706120929190226,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_20877377330b5094380e86df,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_20877377330b5094380e86df,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_20877377330b5094380e86df,d_struct,0.7121212121212122,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_d36d9fb3b1f089bbbf821e5c,obs_20877377330b5094380e86df,d_time,0.44434999433106576,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_d36d9fb3b1f089bbbf821e5c,obs_8d92e32fec459dd0746ec799,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_8d92e32fec459dd0746ec799,d_causal,0.3706158030802796,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_8d92e32fec459dd0746ec799,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_8d92e32fec459dd0746ec799,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_8d92e32fec459dd0746ec799,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_d36d9fb3b1f089bbbf821e5c,obs_8d92e32fec459dd0746ec799,d_time,0.3585601133786848,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_d36d9fb3b1f089bbbf821e5c,obs_11180e544727ce850ebf3a6a,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_11180e544727ce850ebf3a6a,d_causal,0.3706158030802796,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_11180e544727ce850ebf3a6a,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_11180e544727ce850ebf3a6a,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_11180e544727ce850ebf3a6a,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_d36d9fb3b1f089bbbf821e5c,obs_11180e544727ce850ebf3a6a,d_time,0.44434999433106576,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_d36d9fb3b1f089bbbf821e5c,obs_979ad629051487c82499339e,d_addr,0.6041666666666666,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_979ad629051487c82499339e,d_causal,0.558108654789125,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_979ad629051487c82499339e,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_979ad629051487c82499339e,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_979ad629051487c82499339e,d_struct,0.9444444444444444,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_d36d9fb3b1f089bbbf821e5c,obs_979ad629051487c82499339e,d_time,0.4,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_d36d9fb3b1f089bbbf821e5c,obs_2c0e6630085a94e0f0b4dd07,d_addr,0.6041666666666666,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_2c0e6630085a94e0f0b4dd07,d_causal,0.558108654789125,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_2c0e6630085a94e0f0b4dd07,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_2c0e6630085a94e0f0b4dd07,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_2c0e6630085a94e0f0b4dd07,d_struct,0.9444444444444444,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_d36d9fb3b1f089bbbf821e5c,obs_2c0e6630085a94e0f0b4dd07,d_time,0.5067649659863945,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_d36d9fb3b1f089bbbf821e5c,obs_0033e7ce631563262f7b0bbe,d_addr,0.6041666666666666,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_0033e7ce631563262f7b0bbe,d_causal,0.5581120929190226,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_0033e7ce631563262f7b0bbe,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_0033e7ce631563262f7b0bbe,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_0033e7ce631563262f7b0bbe,d_struct,0.9444444444444444,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_d36d9fb3b1f089bbbf821e5c,obs_0033e7ce631563262f7b0bbe,d_time,0.4156840816326531,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_d36d9fb3b1f089bbbf821e5c,obs_118430be7d682f480e3902ea,d_addr,0.6041666666666666,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_118430be7d682f480e3902ea,d_causal,0.5581120929190226,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_118430be7d682f480e3902ea,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_118430be7d682f480e3902ea,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_118430be7d682f480e3902ea,d_struct,0.9444444444444444,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_d36d9fb3b1f089bbbf821e5c,obs_118430be7d682f480e3902ea,d_time,0.49712777210884357,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_d36d9fb3b1f089bbbf821e5c,obs_8f4c211fcf3841317e300fd0,d_addr,0.6041666666666666,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_8f4c211fcf3841317e300fd0,d_causal,0.5581158030802795,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_8f4c211fcf3841317e300fd0,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_8f4c211fcf3841317e300fd0,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_8f4c211fcf3841317e300fd0,d_struct,0.9444444444444444,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_d36d9fb3b1f089bbbf821e5c,obs_8f4c211fcf3841317e300fd0,d_time,0.41133789115646263,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_d36d9fb3b1f089bbbf821e5c,obs_ae30906415b62baef858fb35,d_addr,0.6041666666666666,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_ae30906415b62baef858fb35,d_causal,0.5581158030802795,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_ae30906415b62baef858fb35,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_ae30906415b62baef858fb35,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_ae30906415b62baef858fb35,d_struct,0.9444444444444444,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_d36d9fb3b1f089bbbf821e5c,obs_ae30906415b62baef858fb35,d_time,0.49712777210884357,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_d36d9fb3b1f089bbbf821e5c,obs_2b1c4b4fddba864cb9f9f25f,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_2b1c4b4fddba864cb9f9f25f,d_causal,0.37060865478912497,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_2b1c4b4fddba864cb9f9f25f,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_2b1c4b4fddba864cb9f9f25f,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_2b1c4b4fddba864cb9f9f25f,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_d36d9fb3b1f089bbbf821e5c,obs_2b1c4b4fddba864cb9f9f25f,d_time,0.3472222222222222,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_d36d9fb3b1f089bbbf821e5c,obs_65dfe5e65cb70d7cb499d482,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_65dfe5e65cb70d7cb499d482,d_causal,0.37060865478912497,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_65dfe5e65cb70d7cb499d482,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_65dfe5e65cb70d7cb499d482,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_65dfe5e65cb70d7cb499d482,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_d36d9fb3b1f089bbbf821e5c,obs_65dfe5e65cb70d7cb499d482,d_time,0.4539871882086167,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_d36d9fb3b1f089bbbf821e5c,obs_f622bfcc3394ff0a255f9f83,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_f622bfcc3394ff0a255f9f83,d_causal,0.3706120929190226,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_f622bfcc3394ff0a255f9f83,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_f622bfcc3394ff0a255f9f83,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_f622bfcc3394ff0a255f9f83,d_struct,0.7121212121212122,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_d36d9fb3b1f089bbbf821e5c,obs_f622bfcc3394ff0a255f9f83,d_time,0.36290630385487527,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_d36d9fb3b1f089bbbf821e5c,obs_57728f48826a986fe1ea83d9,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_57728f48826a986fe1ea83d9,d_causal,0.3706120929190226,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_57728f48826a986fe1ea83d9,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_57728f48826a986fe1ea83d9,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_57728f48826a986fe1ea83d9,d_struct,0.7121212121212122,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_d36d9fb3b1f089bbbf821e5c,obs_57728f48826a986fe1ea83d9,d_time,0.44434999433106576,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_d36d9fb3b1f089bbbf821e5c,obs_c740a30388dc20122927f42a,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_c740a30388dc20122927f42a,d_causal,0.3706158030802796,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_c740a30388dc20122927f42a,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_c740a30388dc20122927f42a,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_c740a30388dc20122927f42a,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_d36d9fb3b1f089bbbf821e5c,obs_c740a30388dc20122927f42a,d_time,0.3585601133786848,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_d36d9fb3b1f089bbbf821e5c,obs_04fbf535deaa3a11fe4345ca,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_04fbf535deaa3a11fe4345ca,d_causal,0.3706158030802796,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_04fbf535deaa3a11fe4345ca,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_04fbf535deaa3a11fe4345ca,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_04fbf535deaa3a11fe4345ca,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_d36d9fb3b1f089bbbf821e5c,obs_04fbf535deaa3a11fe4345ca,d_time,0.44434999433106576,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_d36d9fb3b1f089bbbf821e5c,obs_d36d9fb3b1f089bbbf821e5c,d_addr,0.0,available,exact operational branch-signature match,branch_signature_id|address_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_d36d9fb3b1f089bbbf821e5c,d_causal,0.0,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_d36d9fb3b1f089bbbf821e5c,d_inv,0.0,available,mean bounded relative numeric difference,invariant_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_d36d9fb3b1f089bbbf821e5c,d_spec,0.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_d36d9fb3b1f089bbbf821e5c,obs_d36d9fb3b1f089bbbf821e5c,d_struct,0.0,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_d36d9fb3b1f089bbbf821e5c,obs_d36d9fb3b1f089bbbf821e5c,d_time,0.0,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_d36d9fb3b1f089bbbf821e5c,obs_93659ee4b3b5fdadf510315f,d_addr,0.0,available,exact operational branch-signature match,branch_signature_id|address_summary,
